PC1,PC2,cluster
-0.11691615109195569,-0.1674311028278758,2
0.5935725953738176,-0.9987537510462519,1
1.2061357794668048,-1.011743162650643,1
-0.5872703229049709,-0.8064082679645521,2
0.03823512583284186,-0.09947267177390118,0
-1.4607176902451344,0.17815562622320633,0
-0.14380621045351982,-0.9136555293148197,2
-1.1844829196342417,0.13264421564522136,2
-0.16592210665131693,0.4530329978472714,0
0.686761740002132,0.6988535107738962,3
-0.16744682831026658,0.05189693685975518,3
0.16459038510023583,-0.515427502808132,2
1.0542623812808944,-0.915394507925116,1
1.4397528360243244,-1.2919956193459154,1
-0.1263073243817774,0.38053186469206496,0
-0.7749605646331326,0.4418815388518073,0
1.107341712269412,0.5136393038887084,1
-0.217321526131873,0.3144436087589464,2
0.023732991067651366,1.2130487184267524,3
0.39183118000113437,1.2768550826371896,3
-0.7806026253194875,1.1805905555617182,0
-0.07699116524217203,-0.9529249859947915,2
-0.3636096474725647,-0.31161984608224763,2
1.2300292339113352,-1.1393684891348064,1
-0.2505309399752698,-0.3571160915859428,0
1.773843900916184,0.43026679885618646,1
0.4440387005420048,0.17792640983565253,1
-0.2250825631883281,-0.6857769381707683,2
-0.2922258201570396,0.2746989529809101,0
0.7881168026387156,0.26961782690551656,3
-0.31454290248928607,0.017906265340019926,2
1.1306576311447936,-1.4711064036027794,1
-1.189414200985666,0.4532209346002898,0
0.06401318198275063,0.9214630248865346,3
-1.1110142385461113,-0.5330550236972016,2
-1.3276738835130988,-0.4122437643940659,2
0.37747693732895804,-1.225102408255577,1
-0.39947512233240445,0.7401655298725572,0
-0.0009589581133321312,-0.9384280070406524,2
0.7499479776995958,0.4583891366470155,1
1.0502031730451054,-0.15957986584579412,3
0.9007074863438354,-0.28277514444185103,1
0.4263290076090893,0.660200552831658,3
0.99057146660954,-1.2473012329111668,1
0.8809388105533826,0.474348471054854,1
0.5803400120474436,0.1755053866539998,1
-0.28349471386844005,0.4423274873281534,0
0.6212152052252207,-0.538744156070407,1
-0.25290814797358774,0.4268050071948993,3
1.2787847507617134,0.07866631288669759,1
0.04773813234529009,0.11928256226831674,0
-0.7182576768695306,0.08134128393619228,0
1.2651338319566927,0.23274849799223554,1
1.2746875477951247,-0.3674108302540099,1
0.30907018568620126,0.3405556656594275,3
-0.8457739153840673,-0.42071335578486135,0
1.3658072750675994,1.0421573397834154,3
0.45768269519632554,1.1051477440772959,3
-0.43202168628913395,1.214671286438426,3
0.9431547518804961,-0.2454542415540861,1
-0.46198655326339044,0.17649301709968632,0
0.8119095293280079,-0.9729317083986506,1
0.07957199672163554,0.2658059752356884,3
0.8864803519321705,-0.7223170951300422,1
0.03926374181493286,1.1592250291751365,3
0.5141479179349651,0.8902589887448774,3
-0.06964639535429296,0.9820115089178225,0
